4.6336 	EXP 	text_disctractors: autoDraw = False
4.6336 	EXP 	text_disctractors: height = 0.05
4.6336 	EXP 	text_disctractors: height = 0.05
4.6336 	EXP 	text_disctractors: height = 0.05
4.6336 	EXP 	text_disctractors: text = 'BWMDRJC'
4.6336 	EXP 	text_disctractors: autoDraw = True
4.7005 	EXP 	New trial (rep=0, index=30): OrderedDict([('dist', 'HJQRTCP')])
4.7169 	EXP 	text_disctractors: autoDraw = False
4.7169 	EXP 	text_disctractors: height = 0.05
4.7169 	EXP 	text_disctractors: height = 0.05
4.7169 	EXP 	text_disctractors: height = 0.05
4.7169 	EXP 	text_disctractors: text = 'HJQRTCP'
4.7169 	EXP 	text_disctractors: autoDraw = True
4.7841 	EXP 	New trial (rep=0, index=31): OrderedDict([('dist', 'XBRVLKN')])
4.8006 	EXP 	text_disctractors: autoDraw = False
4.8006 	EXP 	text_disctractors: height = 0.05
4.8006 	EXP 	text_disctractors: height = 0.05
4.8006 	EXP 	text_disctractors: height = 0.05
4.8006 	EXP 	text_disctractors: text = 'XBRVLKN'
4.8006 	EXP 	text_disctractors: autoDraw = True
4.8673 	EXP 	New trial (rep=0, index=32): OrderedDict([('dist', 'FBVMGYZ')])
4.8839 	EXP 	text_disctractors: autoDraw = False
4.8839 	EXP 	text_disctractors: height = 0.05
4.8839 	EXP 	text_disctractors: height = 0.05
4.8839 	EXP 	text_disctractors: height = 0.05
4.8839 	EXP 	text_disctractors: text = 'FBVMGYZ'
4.8839 	EXP 	text_disctractors: autoDraw = True
4.9510 	EXP 	New trial (rep=0, index=33): OrderedDict([('dist', 'TGNBZYK')])
4.9669 	EXP 	text_disctractors: autoDraw = False
4.9669 	EXP 	text_disctractors: height = 0.05
4.9669 	EXP 	text_disctractors: height = 0.05
4.9669 	EXP 	text_disctractors: height = 0.05
4.9669 	EXP 	text_disctractors: text = 'TGNBZYK'
4.9669 	EXP 	text_disctractors: autoDraw = True
5.0343 	EXP 	New trial (rep=0, index=34): OrderedDict([('dist', 'TYJLVKG')])
5.0504 	EXP 	text_disctractors: autoDraw = False
5.0504 	EXP 	text_disctractors: height = 0.05
5.0504 	EXP 	text_disctractors: height = 0.05
5.0504 	EXP 	text_disctractors: height = 0.05
5.0504 	EXP 	text_disctractors: text = 'TYJLVKG'
5.0504 	EXP 	text_disctractors: autoDraw = True
5.1176 	EXP 	New trial (rep=0, index=35): OrderedDict([('dist', 'NPKZCBJ')])
5.1341 	EXP 	text_disctractors: autoDraw = False
5.1341 	EXP 	text_disctractors: height = 0.05
5.1341 	EXP 	text_disctractors: height = 0.05
5.1341 	EXP 	text_disctractors: height = 0.05
5.1341 	EXP 	text_disctractors: text = 'NPKZCBJ'
5.1341 	EXP 	text_disctractors: autoDraw = True
5.2016 	EXP 	New trial (rep=0, index=36): OrderedDict([('dist', 'WLSNGVP')])
5.2177 	EXP 	text_disctractors: autoDraw = False
5.2177 	EXP 	text_disctractors: height = 0.05
5.2177 	EXP 	text_disctractors: height = 0.05
5.2177 	EXP 	text_disctractors: height = 0.05
5.2177 	EXP 	text_disctractors: text = 'WLSNGVP'
5.2177 	EXP 	text_disctractors: autoDraw = True
5.2854 	EXP 	New trial (rep=0, index=37): OrderedDict([('dist', 'TRYHGLJ')])
5.3009 	EXP 	text_disctractors: autoDraw = False
5.3009 	EXP 	text_disctractors: height = 0.05
5.3009 	EXP 	text_disctractors: height = 0.05
5.3009 	EXP 	text_disctractors: height = 0.05
5.3009 	EXP 	text_disctractors: text = 'TRYHGLJ'
5.3009 	EXP 	text_disctractors: autoDraw = True
5.3679 	EXP 	New trial (rep=0, index=38): OrderedDict([('dist', 'NZLHWTB')])
5.3843 	EXP 	text_disctractors: autoDraw = False
5.3843 	EXP 	text_disctractors: height = 0.05
5.3843 	EXP 	text_disctractors: height = 0.05
5.3843 	EXP 	text_disctractors: height = 0.05
5.3843 	EXP 	text_disctractors: text = 'NZLHWTB'
5.3843 	EXP 	text_disctractors: autoDraw = True
5.4512 	EXP 	New trial (rep=0, index=39): OrderedDict([('dist', 'ZBGSDQW')])
5.4677 	EXP 	text_disctractors: autoDraw = False
